Crop,Soil_Type,Rainfall_mm,Temperature_C,Humidity_%,Soil_pH,Nitrogen_kg/ha,Phosphorus_kg/ha,Potassium_kg/ha,Yield_tonnes_per_hectare
Sugarcane,Arid,1603.9019809748759,27.68486047637799,53.19028252162688,6.5822572510588016,51.620943226794644,65.3756846331311,21.870432716733827,1700.0169176432312
Barley,Forest,717.1734842435449,33.435279063488665,42.71326475905912,5.85114792485982,110.62111317208989,72.18478791645207,27.20765527849968,3.8997412797895605
Groundnut,Arid,1054.029301097828,39.420410229614006,90.9555991986617,7.6553563052458955,99.13713124251915,43.99177725697385,68.10471894731708,2.6239161505016138
Maize,Alluvial,2080.4918492596416,15.926153829933767,43.07942517380208,7.378171611242859,101.10715358810609,21.261199183534426,96.00457446182075,8.126901877533767
Jowar,Forest,1498.7862085176168,28.49801505377443,79.45908376826159,5.838928470139832,94.19286523922575,10.35711579650241,24.34309172917061,5.571557899260481
Maize,Forest,795.1115319477667,26.24846655347394,58.314220248360286,8.273093234720289,116.78683520223707,47.54878092094226,77.80264213560356,6.954254668055264
Sugarcane,Arid,615.9828413297901,21.0612197322735,91.34277308106704,6.426762444367363,142.42028314568608,44.83450832315291,26.569828459693376,940.5107436857508
Jowar,Laterite,1304.626265698718,30.94406800118094,94.23288140453849,7.464190168741699,107.56362902276345,74.8066050106234,95.78971706908256,5.119142441300112
Groundnut,Red,1108.570888241512,19.090562321394554,58.44868582320864,5.595942754693326,116.84510177618012,12.55390110805836,83.00985961996876,3.606476439713226
Sugarcane,Black,1777.4264402121444,22.09661918287132,72.51087507819041,6.829127297634592,99.0641747199249,20.426606907913992,39.51111481328242,1634.7569996251
Wheat,Black,2343.018672597447,34.543934754378114,82.51416150140234,8.39309259854097,123.69283435884515,23.83806106965997,19.045861518790996,8.413698777485783
Barley,Alluvial,920.2336001257335,26.510293500638873,46.787514249080694,8.15952575945824,142.5880784956464,48.29872393341084,52.114929136142834,6.3293372208265035
Groundnut,Black,2195.9912598939745,39.84176617299712,79.02042671301038,6.16404176257391,98.66345869983357,29.931535421428617,59.63118759491015,3.6035427952767805
Wheat,Black,2332.9701547349214,24.661518603719852,89.84086164286134,8.137391007545217,43.5308764027434,24.39753135355738,59.80124697367613,9.830816200225158
Soybean,Red,2294.205458886793,26.58152665250541,49.81764009996135,6.379210503698775,120.13463978604224,46.00908259010468,87.41152428699334,10.7204554207458
Groundnut,Red,2399.362392885414,22.50644405221335,86.12905502305924,8.056703300763125,104.6083081733662,12.845723655924663,98.37650407493136,6.4455196992686705
Soybean,Laterite,2168.428106471478,20.907340154776136,46.358190996901534,7.687680790232838,141.36860530580265,78.26696676914365,51.71303464574725,8.650914827692311
Jowar,Alluvial,1646.3206113330075,38.057035279870426,71.25659330982482,6.5561578078273,55.37741732713837,70.27130318548086,28.922520724942974,3.9971561249469496
Wheat,Black,1260.6768072915079,33.72066600321828,58.66500181038893,8.232372680424206,146.10476548359173,29.037293231115083,47.042397737406915,6.358426615251722
Barley,Laterite,1432.5443506709196,23.335063305035334,65.94437233150812,6.955837883785527,91.7373915854834,33.531912596932784,75.53099064271865,7.072492194193462
Sugarcane,Alluvial,2232.485567242929,32.503899741143115,56.53477015324568,6.453082214122642,145.31970927757123,27.212872549095813,64.61178671362784,2424.0441533078115
Cotton,Forest,1032.936592576083,39.14459376091402,54.32966543874071,6.339057571848384,121.92510250764273,74.98793385646549,22.377100132854373,2.8193954506326024
Maize,Black,734.4495581162982,16.85119914034785,80.8726554449255,8.317201344941203,132.57475959647627,55.72380204036695,32.84514458105562,4.210211503596314
Rice,Black,695.7203580809698,21.612610109271483,52.27122681186097,7.775742971827819,62.09941822375174,46.482516582590854,73.94959567391325,4.524304036510691
Barley,Red,2136.688680800501,20.014463729875036,62.46271742936571,6.5496972905260655,48.52646119636741,45.60197294795402,74.33646901256172,5.783710397569678
Wheat,Arid,1999.1199412932053,36.74457909111025,55.100639362425525,6.262505334015942,101.1308745023966,21.61444448013529,66.76702270067517,6.62547515545376
Cotton,Alluvial,1445.0552161973171,19.479758238787902,53.124929626499444,6.134851127120362,68.66304341477412,77.3852537320913,39.993140466667384,3.1416221859410007
Barley,Black,977.2299989935216,22.7018998997416,74.49028610613965,6.233477893096563,148.16634181688698,74.0218206788227,28.876688187722635,5.157459373435034
Wheat,Alluvial,1822.987668639484,28.596519333154617,42.49857389419124,5.832938174310927,84.41461882838082,76.66947371522103,34.449329873240295,9.098414182559265
Bajra,Laterite,480.7095046081866,30.527358889673742,83.38943053520397,6.954204875815064,34.36168398681199,30.36525450231706,83.64232264854083,2.4618277424849064
Bajra,Laterite,1593.2784128999888,35.20459406331639,70.04287351743635,5.623216484580943,84.84434865331266,43.36539691913582,56.52813128413458,4.732117461601877
Soybean,Arid,1236.6928543528738,25.183081163847593,85.56405678590366,5.534543939169775,89.56078887473811,46.32483168813607,44.852045693813054,6.031497048369109
Barley,Black,2453.5052310051337,28.35611806634732,51.71587908689705,7.354217779410798,20.614734001683004,44.277227391300144,26.552444922101696,8.828937072615307
Bajra,Red,1465.8765231321047,39.13655187610513,79.01733224623057,5.765437955945691,51.913621630207274,11.343264617086902,48.369019336455764,2.816151530577339
Wheat,Black,1559.7622801455625,22.434043416085157,63.13211127875015,8.03562883876926,20.174139847350816,68.32045079691218,50.51261218781515,6.108109987644912
Soybean,Alluvial,1895.9615932299203,21.202355279133123,44.224218744113664,5.820186335542553,92.93016738560675,62.25818575990198,90.31246094690673,6.718108742641401
Wheat,Forest,1417.530810363858,32.76497978354379,81.38620157167824,7.12800699982342,57.977395860482126,43.235874313190195,94.90966767304573,6.288117696694155
Soybean,Laterite,871.594100481178,34.27840678001179,81.92029794696965,7.526510927013844,42.516983165946876,28.718135287908655,86.35306442965586,3.633410463230833
Barley,Alluvial,1528.2834777517407,25.369472579507708,54.900427623976654,6.18746652015206,129.0158622177942,54.448383920695164,47.99509101391737,6.496844524109318
Cotton,Arid,2382.9646288705126,20.324472955547265,90.38253104269646,8.164792468837067,23.902294625505405,19.680446803714442,62.52969777113937,3.9290248970423907
Sugarcane,Laterite,1260.8130751537908,34.4730663952848,82.01833882216987,6.944160705746466,109.92217847527824,79.80943983983545,86.50048882629895,1241.6855763765168
Groundnut,Red,1827.2460054993135,31.762322381975952,56.87165530178642,6.445957285356196,94.48988995649297,18.773802464390904,19.288514573129525,5.1101218875760965
Cotton,Laterite,2453.8717966599384,36.90569503200598,53.15099183229748,8.203385824221195,120.30178896849343,14.091808769585583,60.29076306880358,4.515500540931348
Jowar,Forest,2142.83685726533,36.10816160817804,64.2049255642606,8.075020730555268,37.19423030035293,52.86861142319399,48.88371627203761,4.643248278885883
Wheat,Black,1783.9716794749797,20.129879612605833,56.103439812785126,7.628882204863862,133.3054052520754,42.43881006613431,47.38776455540467,8.59235237133332
Jowar,Forest,1945.59262549408,35.80847950221701,51.93626796529791,6.371447352146198,61.812016133033566,60.330034686924286,44.75766041119226,5.544597472392886
Cotton,Forest,2366.6148208358577,19.379343527972594,61.950541647388164,6.670619018957762,21.111135456977603,18.957707364508394,69.4394231382213,4.058789286058502
Soybean,Black,2415.479419240749,36.59259759444764,41.4137322554492,7.5692000877238055,105.367997667581,35.46220013978868,50.472693841907436,7.018160669111042
Groundnut,Laterite,2434.833073676191,34.258023350816956,62.077608887476,6.055852973159524,131.71573485280206,45.07233534924604,42.3843002989328,6.747053725263846
Groundnut,Arid,1713.847419225296,29.246526857059962,52.19144455195159,6.985337415752673,65.97988734401461,41.289390097939204,63.13553198695231,5.179685903168829
Rice,Black,1207.8944647169967,31.055541895261154,54.538380283679146,7.71316678801435,88.58463330722302,50.81234953243205,46.71609536809994,7.192159212587808
Groundnut,Black,679.6215708082299,17.601981771868957,44.54043074277135,7.473138781212633,73.60330343667633,17.122511659192632,17.9488357237061,1.9763345171373348
Sugarcane,Red,1209.650802814846,15.997129537158301,72.3912425999592,7.659799251048168,25.52049534629328,45.26072381678686,50.49857551414051,778.098844731695
Groundnut,Laterite,2380.2064549448,23.266168543347717,65.96050751649499,8.175757689834409,117.90681218899331,48.83367995130338,31.667621656842297,5.532817468309736
Cotton,Black,2268.573869244018,35.53514528542975,81.28450578393785,8.404859954562644,142.39131284724056,71.67155028840097,23.49266154060554,5.0380096961714855
Rice,Arid,1499.685290332045,26.644639329499313,94.29042438486411,6.8751505381441165,74.6101217674165,49.97533297345984,89.17086255138653,9.959844761099736
Cotton,Alluvial,1527.7153018472404,20.584850751330173,46.574370466333406,5.679945538027242,38.77665217559978,48.310686052150054,73.80506030370746,3.315476151478802
Cotton,Laterite,1048.732734149436,35.8637224978704,54.98337989243841,8.003050970087257,85.6596658554958,66.84544727160835,47.375518787518345,2.745220079664671
Maize,Red,1354.4665691480109,20.715681466224325,77.53497704246973,5.853897799717107,137.6181086820115,14.549825292398285,98.748264960208,7.752877421571901
Rice,Forest,1900.34183727273,35.387343081023545,53.0521605005798,6.158333136664298,98.75651429631931,55.35735114762113,46.21164364132051,7.796285742709098
Cotton,Black,1245.104523860363,26.324488272953708,41.65811335340212,7.459502361062361,47.60648639576979,66.82631083994619,35.779013110468284,3.6262505674983756
Maize,Arid,794.7661313596711,26.587372181682046,46.0393643171381,7.737205732279104,91.91706866037018,16.621699762798187,55.24813962755726,6.706389148099214
Maize,Laterite,1535.8051155326632,21.817990246456056,63.84948101021641,7.5839417460013205,62.492499652475026,66.81007253211324,95.37280898280008,7.599039832474317
Rice,Arid,873.2075140540887,37.50435052248381,63.693155866748164,6.8154765827467045,23.062806361554934,65.10091489434672,71.43872023613011,4.046058357303011
Jowar,Arid,2446.0038676264603,17.219631892353352,93.47675798447902,8.254201175542836,138.77350762589612,10.066019034575293,77.10041703503741,7.005530544000993
Soybean,Forest,1219.7138194251038,18.61015753258811,65.62725186437721,7.996588807593991,123.27920317114024,27.230998393021565,29.049817978577284,3.932923802175676
Sugarcane,Red,2310.296440379144,30.897119206155196,77.29372391076714,7.491047770596744,140.1299479520929,20.58807523875861,18.412410827736228,2462.758271405889
Soybean,Laterite,873.663392867611,36.25288164390871,67.07105509423391,6.823227047217251,108.76368358872166,45.79364870858459,60.655957999824636,3.6714786615318973
Groundnut,Black,797.3389111421305,17.38628125463069,54.84551744020546,6.891477799577978,78.46601991598894,73.98046254438036,43.077908696225236,2.576754998163887
Sugarcane,Red,1695.4923709834484,33.3438062354152,45.799808581303004,6.027899927336692,84.11449523030034,52.18945072114138,18.62592207124945,1624.961312180225
Groundnut,Black,2036.6960644369733,33.56278832848716,87.24907088494433,7.839114991299143,46.600650354811044,52.126209797283416,91.173280596572,4.7255950811983505
Cotton,Alluvial,1590.205584089989,29.538068254123203,48.39644819393739,8.097890147460317,70.21888300607625,18.59940452569571,17.133727447211115,4.382873158871001
Wheat,Arid,882.5709355710446,27.168201204241576,45.32914887575761,7.981844982774156,41.30062016789162,56.64655172352637,16.07567147422546,5.710869602766809
Rice,Alluvial,479.5781620563917,23.027193982688363,51.760573606597234,7.1412938439295495,81.55003857244009,72.18244054022193,40.42937945081452,4.150829504287613
Sugarcane,Arid,1698.4065245011109,23.786544810816665,40.13687515792172,8.013823424596199,103.96947757948018,40.05433399184847,57.2666053069862,1582.7897567816979
Sugarcane,Forest,675.1781732676513,31.860836810386772,43.95808324037461,7.871226500372867,53.35751169583126,57.72375393457289,53.317652144393556,1031.3169898213241
Cotton,Red,1120.6704127678954,16.632182280347756,74.93582226387576,7.997077939210495,142.6897613025847,30.6451779560061,45.598101566344205,2.489989860140071
Jowar,Black,1819.1479827095861,29.62337468861564,53.39511837718423,8.445799992305831,104.08999277467115,28.822944897029178,88.4211518244121,7.459004541093944
Maize,Forest,605.849225224157,21.968304811321175,58.61816526030565,7.930000103120943,48.58930002404032,22.956512986409976,40.29475350239542,4.309005229787779
Cotton,Black,667.2281075463072,26.66514779859856,85.94148651673311,6.3120698971456415,41.710080936103466,26.905191404747534,70.48712881786157,3.056738981018759
Bajra,Red,529.4990353455487,28.974490461254963,82.50947706163848,7.962588748878311,42.096199398373095,33.99309199944143,48.881673237538195,2.570654437968809
Maize,Laterite,2491.7661707043358,37.14148359085828,67.07364555705496,6.626905317965162,146.6012369893893,49.67096628124842,48.03735207495024,13.015049685331046
Rice,Alluvial,1212.8612140633206,29.47687220830887,73.7137162043235,7.04857665305099,50.76098213729792,64.64582522496582,94.28877337198514,6.71054052309834
Maize,Alluvial,2302.1698522427323,20.678989290975476,44.71962031421217,7.88919858139082,41.88859281084579,30.26942007073678,74.28301881053926,8.6816664527914
Jowar,Black,1016.5298406909924,16.986486329309425,81.88770858147468,6.450156498012994,41.318665497228196,21.76781317081764,60.74753113416374,3.3545705958599483
Maize,Black,1981.7253867950412,30.674709989774293,68.39053066823887,5.578249432807182,64.75832038137706,41.48339228212251,29.842783381926008,9.691372015726978
Rice,Black,860.0398942559957,28.626209908778478,71.4022006068445,7.654433569135374,99.99104246161471,65.26602845003916,26.69536214513518,6.689654657102154
Jowar,Red,1446.4818902613256,31.794947414401552,76.60398309899875,8.206522359386204,30.280091689816977,37.25326596475302,31.460051491960463,4.201851229063558
Soybean,Laterite,2131.6930525211374,26.484914478433424,67.50964145064926,8.283665344883662,40.726495170542144,73.92921376527326,68.2896081521117,6.024791908527336
Sugarcane,Alluvial,2114.3022376796735,35.6281461833257,68.69309466046417,7.89673055002028,146.93884968470482,27.354027848337694,19.76158758705595,1720.7345698485105
Sugarcane,Forest,2067.9895064616167,38.00449205596583,67.47995727525827,8.305428574281894,100.31294721262327,63.08197162206102,54.44844410331447,1540.9749487331053
Groundnut,Arid,2129.842267380961,16.000110555590677,67.32496129789637,7.961968277107944,38.15883501078382,42.7430910302352,54.078718253950456,2.933338084206031
Soybean,Red,844.0917907423463,33.60216340407803,81.26129153895776,5.590297145839568,91.51266761552141,17.49881366810718,93.01341511444417,3.6403113236408045
Soybean,Alluvial,1412.6541723768114,15.879013618671054,63.496468994944,6.5489662763586605,51.321880036383476,29.675062265252954,46.44344381178976,3.506832358359869
Maize,Laterite,1418.230096654033,26.12741717181362,40.15913251732054,6.508318982126879,146.57012907458457,70.07563301546,91.21054640450505,9.834373104564932
Sugarcane,Red,2270.055223430616,26.540080419283,73.66347468670352,6.157493045380611,70.54555386930599,10.412176225371606,67.28193971724613,2334.8280724559177
Rice,Forest,1023.4728417388005,32.40545993812576,92.3964361209456,7.893811090272711,38.50876535836285,62.943918097993745,48.1583337597837,6.266955384177477
Barley,Alluvial,2356.1413761170015,23.810082455023675,54.13279069353607,7.060269536563304,99.68550022419933,66.79845681892742,59.75950674142058,10.204067055406423
Barley,Red,1346.671046242808,35.52253345795546,84.89063321446916,8.008868152330525,37.849900897037465,18.388624917033784,23.009042254287493,5.03619691331051
Jowar,Alluvial,1806.5527066725795,23.57160144864656,65.0519614555694,7.304047870401631,87.34909109022078,77.35326276625894,90.61766463599182,6.533091779348315
Sugarcane,Alluvial,964.6545357866022,23.562947208537185,75.3640138449433,7.271828036898391,130.7902844495846,71.06035191567722,68.67725929918788,1258.861611560582
Sugarcane,Laterite,1261.6260243457455,20.569016691466175,88.9980552120062,6.652445359887189,64.94499667088662,22.49719099085786,52.02695335630596,1266.689463272015
Barley,Arid,1890.581957345195,32.09672494595212,82.40574870390503,7.868808762670439,82.07259444736576,26.901990838747054,80.93771906157735,6.2302941524876525
Sugarcane,Laterite,1476.7689978871197,16.914680685426497,88.65153636429945,7.549274989198134,34.08239181731223,67.29205383446501,49.38175498640202,994.0936026063299
Maize,Alluvial,2354.486824545501,24.07637714711919,40.523598838189955,6.516255544570614,104.02438712029208,48.24612553995959,54.183802161501085,14.097008907343714
Bajra,Red,1947.9624283847027,21.672268653739067,50.30232415538431,8.480719928200543,34.5755825134229,74.5797588493893,50.87212474876513,4.900266974406962
Wheat,Forest,1585.2461435722598,20.733390877535378,63.292192691119496,6.888367595347502,62.50541530037924,78.53987156620468,99.70690502312172,6.003870741385828
Soybean,Laterite,2262.006488969637,16.52458292934853,86.63129885992068,6.449770584748752,129.353771538093,34.04087988963971,80.46542277302466,5.650414824968848
Groundnut,Arid,1797.668416456363,19.75957789312018,86.11155626954398,7.5633791683426566,39.489419519043764,16.78804166615854,93.9471164133507,3.9888942284787547
Jowar,Alluvial,1759.3729941829079,26.156110254967537,50.182718258567114,6.168422290216012,129.22210806851368,59.246042090839694,47.269955726652185,6.677055751013559
Bajra,Forest,917.3797996100172,27.593536381683915,47.82333382026468,7.99193221738436,101.97434286462382,74.61844923321588,56.66434112374382,5.124022298782084
Barley,Laterite,1229.199627609243,21.737616844744835,85.90863393580928,7.541090734862074,38.335636903297925,21.541455017516796,32.11540846901909,4.352951410121092
Soybean,Laterite,1834.937670468445,31.256087711664176,69.77888617169151,8.11019606121253,41.90398915447983,78.97698329944741,15.861259984945075,6.394763422161738
Sugarcane,Laterite,2272.7625941146316,23.394833441424367,74.47233657282668,6.487154088760772,106.21774069592144,23.71088775721161,31.555927076185206,2311.149412922815
Groundnut,Laterite,1062.649694654322,24.181145956240503,84.50633410660689,8.063276688799178,114.79225379975136,16.039291811609647,93.95873221688902,3.7405785378037675
Sugarcane,Forest,852.5198060802679,34.565608353027685,51.6460554972939,7.002793428311419,105.2453546046825,44.69885853468098,53.791605424572744,1123.1856067544268
Rice,Red,1646.7615555132973,28.79916803562255,47.5066639947607,5.677468829933871,112.82675404722305,66.39008275547171,26.121882324358666,10.723333571010823
Rice,Arid,541.1139060156976,38.829371279850605,87.24743445312858,6.082507802163547,67.00585130182573,34.806262141889505,53.46870250772481,3.1140004346700465
Groundnut,Arid,1900.537573045011,23.982530031628457,46.14757582539118,6.152947495867372,20.18659072232965,33.22887621743027,82.38257227306876,3.7592207434101295
Groundnut,Alluvial,1876.5909409037097,35.69601239986009,44.8499467882842,7.803972928916862,88.75705120935312,23.797792154132686,57.567623925342296,4.013557484504982
Barley,Black,1145.4286650709257,33.45843839519412,55.23913465891906,6.109376241383459,97.28730691661129,79.02554408820572,94.63006996139269,5.5313317621001685
Groundnut,Red,2274.623072024294,37.25472318604737,57.426687311040894,7.185751763771702,109.39508985520675,33.93057523289143,91.36074247796557,4.786598147035335
Maize,Alluvial,1454.5803972321678,38.919784323077025,53.262444472816085,7.45762609633807,50.07069839591953,56.65294446671921,55.22617990588515,6.148358937773874
Sugarcane,Alluvial,1756.1063964551674,15.191912951920525,80.78927998751186,7.821572115495165,42.13013043588879,19.26667237926094,22.051426240313845,987.3646711764752
Bajra,Laterite,840.1148120705095,17.207443696687903,93.53447620361442,7.851640653963646,127.93970482813333,41.482971778071416,74.87799226875475,3.314974762093913
Cotton,Black,1276.4147038360002,31.858470530687715,50.97752384985489,7.6528115683748235,129.36861734196975,65.70774497052085,45.29222039184451,4.161197093783548
Groundnut,Black,2211.076834566513,24.754996492415152,83.00187042426806,6.139551386418214,148.38937428945005,77.92392071562702,81.78688503263376,6.161233770178489
Jowar,Red,847.1730500279199,35.47812754356866,42.43332156474642,7.130407938613555,64.16888839838754,22.413492076340376,41.253796069663736,3.9040970762553515
Rice,Black,1220.2061929441845,15.299495741651782,46.53964632303516,6.370508744687248,27.672348938362415,16.62551388386992,43.10291826896745,3.5045548366870625
Maize,Alluvial,1067.9607432990729,35.17443507491076,68.33145793384293,7.825292673366651,81.86489435508096,79.12524008061901,61.097248067331286,7.116836104895109
Soybean,Black,717.3313882160382,18.381049957591305,94.9784878220724,7.744278432625413,82.36697507926696,48.79279628065985,17.116312997021016,2.7102003620250628
Cotton,Black,1008.4076280678247,22.2562260990657,92.21511073797505,6.18894270002342,24.74892557574007,34.17946233534278,29.42081635425969,2.1798020837397667
Bajra,Arid,888.8217955079551,39.226955006518864,46.15686170949299,7.424028165138225,94.75798615815054,77.21948861671315,87.37021590231667,3.0532655161367908
Cotton,Alluvial,2339.5466239687876,16.289952838704203,53.18278038252419,5.675283707019606,53.90647517539924,37.31323695057357,96.30866397008208,3.4495524903647774
Groundnut,Forest,1956.2654895398714,23.72601531131685,92.01855173481789,7.805645251204171,35.48630447128432,26.240268473214492,31.32735980664366,4.198536420314053
Barley,Black,1063.813321743931,17.11321939108766,48.289814831960435,7.8406061931355,98.63586348488305,66.24525239837914,80.65968571015841,4.505198120001188
Rice,Black,2003.0120118096906,36.340110150334205,80.85339363752159,6.5410357323147466,56.70496848538998,31.977514153137456,24.50831713458632,7.769172152779602
Rice,Laterite,446.49390137112994,32.57540306343557,40.060941287422686,7.918769638628245,93.00457462783866,32.53844665229326,55.178716401764405,4.164965723569478
Soybean,Black,1505.701892619394,35.008434695393234,74.74416564713448,8.074892649620672,21.977305139607083,41.14928073417809,58.219792720744636,4.159301979516545
Barley,Black,925.7025838428135,28.18198779404932,67.20302320134977,6.070173413413538,67.6084993078813,58.50712991748275,62.9168330890029,5.93072668438232
Sugarcane,Arid,640.0763507978797,23.943000491786783,65.90639038442208,6.55268530995985,132.50500470721704,68.92345117811881,45.72231792107705,1079.188596453642
Wheat,Alluvial,2255.892909510826,15.056840490128153,85.60554629143671,6.283242029888785,104.51522776906887,25.832043417974077,87.77006015959968,7.335899436423839
Maize,Red,818.6151219514024,21.948182801072853,44.44038898863622,6.623074989605631,132.77632164531258,35.37413149032284,40.793847472599154,6.371085543487457
Rice,Alluvial,2127.0212951871927,27.863838669152866,60.75326791505541,6.840712476446086,116.26168472896293,44.731805233769755,56.244421281968656,10.909598309149088
Jowar,Laterite,1267.7676227327197,31.609050911902088,64.53211997353145,7.029906238141096,113.56300780758419,11.792752538807695,31.47603121490729,5.428475686161381
Rice,Alluvial,430.0106170854707,20.72343553646892,46.81596078114691,5.605311105889777,133.10301086677026,58.797389354767056,63.69229350955494,3.699848041180394
Cotton,Black,1938.318941532153,18.472521157203357,44.71166005058848,5.665499047356888,22.54060469403632,49.61773689115603,31.759581017899293,2.795966632968762
Rice,Laterite,1652.3554922606727,20.040371550746787,49.878786750653454,7.465703899662113,74.59978011245107,19.34922905802128,35.52789677369623,6.5588375120022135
Rice,Alluvial,1122.7609546524204,23.851901292278,53.25762487388923,6.8282241671629205,144.85382756235265,19.122955469965635,52.175757885729716,7.788455681057009
Wheat,Laterite,991.2464612451531,18.709457280036908,93.13333176014609,5.769212803197906,43.03102581736292,72.66275233179952,38.60960953478055,3.7071271671872235
Wheat,Red,554.7516299779129,18.92043336052779,66.15875411884255,6.65868974366368,104.98455623910326,57.83180245854238,18.411012070713983,4.148917593901253
Bajra,Alluvial,2376.9937491540713,16.093792500168885,68.0658967969889,6.926484683967022,122.7251156522169,37.164242869314876,82.69670287260833,6.098396151587077
Sugarcane,Forest,1437.3682578533799,36.41812985886132,78.88490127284047,7.406770309011598,141.36858762579774,33.66569252428644,84.71191518168034,1294.8193413611978
Jowar,Black,579.6014869098268,20.49396560151856,77.63467387919746,5.8549901945248095,133.33367390687147,32.17972695850327,91.56068232322662,3.403806385152662
Rice,Laterite,2224.227407263388,35.54756097653218,67.65275711621311,8.484412943701694,107.9555606593494,55.826175167006845,98.29038388942966,8.272734859499291
Rice,Forest,985.5496629174152,25.957734653430965,58.69111168014801,6.9241166068171385,112.45084672287462,22.512389763271223,24.625636862081883,7.450310818312584
Maize,Forest,827.5657030427751,30.81094536784023,58.20784314730918,7.54237172240163,64.59471696840413,79.12044528981556,38.33291503248137,7.032379165023121
Wheat,Arid,989.9686205186593,16.89255340395488,43.17409036392311,8.224654516512633,49.11162581647403,58.09387595172075,68.60255018109663,4.097023141556293
